recipe_title,category,subcategory,description,ingredients,directions,num_ingredients,num_steps,preparacion_detallada,ingredientes_con_cantidades
Papa Rellena,Entradas y Piqueos,Costa,"Bola de puré de papa rellena de guiso de carne, huevo y aceitunas, frita hasta dorar.","[""papa amarilla"", ""huevo"", ""carne"", ""cebolla"", ""huevo duro"", ""aceitunas"", ""comino"", ""ají panca"", ""sal"", ""pimienta"", ""aceite""]","[""Preparar un guiso salteando la cebolla con ají panca, agregar la carne molida, comino, sal y pimienta hasta cocinar."", ""Mezclar la papa prensada con el huevo y sal para formar la masa."", ""Formar bolas de papa, rellenar con el guiso, huevo duro y aceitunas, y sellar bien."", ""Freír en aceite caliente hasta dorar por todos lados y servir caliente.""]",11,4,"[""Preparar un guiso salteando la cebolla con ají panca, agregar la carne molida, comino, sal y pimienta hasta cocinar. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Mezclar la papa prensada con el huevo y sal para formar la masa. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Formar bolas de papa, rellenar con el guiso, huevo duro y aceitunas, y sellar bien. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Freír en aceite caliente hasta dorar por todos lados y servir caliente. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme.""]","[""papa amarilla: 500 g"", ""huevo: 1 unidad"", ""carne: 500 g"", ""cebolla: 1 unidad mediana (150 g)"", ""huevo duro: 2 unidades"", ""aceitunas: 10 unidades"", ""comino: 1/2 cdta"", ""ají panca: 2 cdas (pasta)"", ""sal: al gusto"", ""pimienta: 1/4 cdta"", ""aceite: 3 cdas""]"
Escabeche de Pescado,Entradas y Piqueos,Costa,"Pescado frito bañado en un aderezo agridulce de cebolla, ají amarillo y vinagre.","[""pescado"", ""cebollas"", ""ajíes amarillos"", ""vinagre"", ""comino"", ""aceite"", ""sal"", ""pimienta"", ""huevo duro"", ""aceitunas""]","[""Sazonar y freír los filetes de pescado hasta dorar; reservar."", ""En el mismo aceite, saltear la cebolla y el ají amarillo con comino."", ""Agregar el vinagre y dejar hervir un par de minutos hasta formar el aderezo."", ""Bañar el pescado frito con el aderezo caliente y decorar con huevo duro y aceitunas.""]",10,4,"[""Sazonar y freír los filetes de pescado hasta dorar; reservar. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""En el mismo aceite, saltear la cebolla y el ají amarillo con comino. Saltear a fuego alto y en tandas pequeñas para evitar que suelte agua y se cocine al vapor en lugar de dorarse."", ""Agregar el vinagre y dejar hervir un par de minutos hasta formar el aderezo. Mantener a fuego medio, con agua apenas cubriendo el ingrediente y una pizca de sal, controlando el punto pinchando con un tenedor."", ""Bañar el pescado frito con el aderezo caliente y decorar con huevo duro y aceitunas. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa.""]","[""pescado: 500 g (en trozos)"", ""cebollas: 2 unidades medianas"", ""ajíes amarillos: 3 unidades"", ""vinagre: 1 cda"", ""comino: 1/2 cdta"", ""aceite: 3 cdas"", ""sal: al gusto"", ""pimienta: 1/4 cdta"", ""huevo duro: 2 unidades"", ""aceitunas: 10 unidades""]"
Tequeños de Queso,Entradas y Piqueos,Costa,"Bastones de masa wonton rellenos de queso, fritos hasta quedar crocantes por fuera.","[""masa"", ""queso fresco"", ""huevo"", ""aceite""]","[""Colocar un bastón de queso sobre cada lámina de masa y enrollar bien apretado, sellando el borde con huevo batido."", ""Calentar abundante aceite en una sartén."", ""Freír los tequeños hasta que doren de manera uniforme."", ""Escurrir sobre papel absorbente y servir con salsa huancaína o de rocoto.""]",4,4,"[""Colocar un bastón de queso sobre cada lámina de masa y enrollar bien apretado, sellando el borde con huevo batido. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Calentar abundante aceite en una sartén. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Freír los tequeños hasta que doren de manera uniforme. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""Escurrir sobre papel absorbente y servir con salsa huancaína o de rocoto. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""masa: 1 disco (250 g)"", ""queso fresco: 200 g"", ""huevo: 1 unidad"", ""aceite: 3 cdas""]"
Rocoto Relleno,Entradas y Piqueos,Sierra,"Rocotos rellenos de un guiso de carne y especias, gratinados con queso, plato típico de Arequipa.","[""rocotos"", ""carne"", ""cebolla"", ""ají panca"", ""maní"", ""huevo"", ""leche evaporada"", ""queso"", ""papa""]","[""Vaciar los rocotos y hervirlos varias veces para bajar el picor; reservar."", ""Preparar un guiso salteando la cebolla con ají panca, incorporar la carne molida y el maní molido."", ""Rellenar los rocotos con el guiso, cubrir con una mezcla de huevo y leche, y queso rallado."", ""Hornear hasta gratinar y servir acompañados de papa sancochada o pastel de papa.""]",9,4,"[""Vaciar los rocotos y hervirlos varias veces para bajar el picor; reservar. Mantener a fuego medio, con agua apenas cubriendo el ingrediente y una pizca de sal, controlando el punto pinchando con un tenedor."", ""Preparar un guiso salteando la cebolla con ají panca, incorporar la carne molida y el maní molido. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Rellenar los rocotos con el guiso, cubrir con una mezcla de huevo y leche, y queso rallado. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Hornear hasta gratinar y servir acompañados de papa sancochada o pastel de papa. Precalentar el horno a 180 °C y hornear en la posición media, girando la bandeja a la mitad del tiempo para un dorado parejo.""]","[""rocotos: 2 unidades"", ""carne: 500 g"", ""cebolla: 1 unidad mediana (150 g)"", ""ají panca: 2 cdas (pasta)"", ""maní: 1/2 taza (60 g) tostado y molido"", ""huevo: 1 unidad"", ""leche evaporada: 1 lata (410 ml)"", ""queso: 150 g"", ""papa: 1 unidad grande (200 g)""]"
Palta Rellena,Entradas y Piqueos,Costa,"Mitades de palta rellenas con pollo o atún en mayonesa, una entrada fresca y sencilla.","[""paltas maduras"", ""pechugas de pollo"", ""mayonesa"", ""zanahoria"", ""taza de arvejas"", ""sal"", ""pimienta""]","[""Retirar la pepa de las paltas y ahuecar un poco la pulpa si es necesario."", ""Mezclar el pollo o atún con mayonesa, zanahoria y arvejas; sazonar con sal y pimienta."", ""Rellenar cada mitad de palta con la mezcla."", ""Servir frío como entrada, decorado con un poco de mayonesa.""]",7,4,"[""Retirar la pepa de las paltas y ahuecar un poco la pulpa si es necesario. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Mezclar el pollo o atún con mayonesa, zanahoria y arvejas; sazonar con sal y pimienta. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Rellenar cada mitad de palta con la mezcla. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Servir frío como entrada, decorado con un poco de mayonesa. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""paltas maduras: 2 unidades"", ""pechugas de pollo: 2 unidades (500 g)"", ""mayonesa: 4 cdas"", ""zanahoria: 1 unidad mediana (100 g)"", ""taza de arvejas: 1 taza (150 g)"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Chicharrón de Pescado,Entradas y Piqueos,Costa,Trozos de pescado apanados y fritos hasta quedar dorados y crocantes.,"[""filete de pescado"", ""jugo de limones"", ""harina"", ""sal"", ""pimienta"", ""comino"", ""aceite"", ""yuca"", ""salsa criolla""]","[""Marinar el pescado con limón, sal, pimienta y comino por 10 minutos."", ""Pasar los trozos de pescado por harina, cubriendo bien cada pieza."", ""Freír en aceite bien caliente hasta dorar y quedar crocante."", ""Servir con yuca frita y salsa criolla.""]",9,4,"[""Marinar el pescado con limón, sal, pimienta y comino por 10 minutos. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor."", ""Pasar los trozos de pescado por harina, cubriendo bien cada pieza. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Freír en aceite bien caliente hasta dorar y quedar crocante. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""Servir con yuca frita y salsa criolla. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""filete de pescado: 600 g"", ""jugo de limones: 1/2 taza (4-5 limones)"", ""harina: 1 taza (125 g)"", ""sal: al gusto"", ""pimienta: 1/4 cdta"", ""comino: 1/2 cdta"", ""aceite: 3 cdas"", ""yuca: 500 g"", ""salsa criolla: 1 taza (preparada aparte)""]"
Butifarra Criolla,Entradas y Piqueos,Costa,Sándwich clásico peruano de pan francés relleno de jamón del país y salsa criolla.,"[""panes franceses"", ""jamón del país"", ""cebolla roja"", ""jugo de limones"", ""ají limo"", ""sal"", ""aceite""]","[""Preparar la salsa criolla mezclando la cebolla con limón, ají limo, sal y un chorrito de aceite; dejar reposar."", ""Cortar los panes por la mitad sin separarlos del todo."", ""Rellenar cada pan con abundantes rodajas de jamón del país."", ""Cubrir con la salsa criolla y servir de inmediato.""]",7,4,"[""Preparar la salsa criolla mezclando la cebolla con limón, ají limo, sal y un chorrito de aceite; dejar reposar. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor."", ""Cortar los panes por la mitad sin separarlos del todo. Cortar en trozos uniformes (aproximadamente 1 cm) para asegurar una cocción pareja."", ""Rellenar cada pan con abundantes rodajas de jamón del país. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Cubrir con la salsa criolla y servir de inmediato. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""panes franceses: 3 unidades"", ""jamón del país: 150 g"", ""cebolla roja: 1 unidad mediana (150 g)"", ""jugo de limones: 1/2 taza (4-5 limones)"", ""ají limo: 1-2 unidades"", ""sal: al gusto"", ""aceite: 3 cdas""]"
Camotes Fritos,Entradas y Piqueos,Costa,"Bastones de camote frito, crocantes por fuera y dulces por dentro, ideal como acompañamiento.","[""camotes"", ""aceite"", ""sal""]","[""Cortar los camotes en bastones parejos."", ""Calentar abundante aceite en una sartén honda."", ""Freír los camotes hasta que doren y estén tiernos por dentro."", ""Escurrir el exceso de aceite, sazonar con sal y servir caliente.""]",3,4,"[""Cortar los camotes en bastones parejos. Cortar en trozos uniformes (aproximadamente 1 cm) para asegurar una cocción pareja."", ""Calentar abundante aceite en una sartén honda. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Freír los camotes hasta que doren y estén tiernos por dentro. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""Escurrir el exceso de aceite, sazonar con sal y servir caliente. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""camotes: 2 unidades medianas"", ""aceite: 3 cdas"", ""sal: al gusto""]"
Yuquitas Fritas con Ají,Entradas y Piqueos,Costa,"Bastones de yuca frita, crocantes y doradas, servidos con una salsa de ají picante.","[""yuca"", ""aceite"", ""sal"", ""ajíes amarillos"", ""ajo"", ""aceite"", ""limón""]","[""Sancochar la yuca hasta que esté tierna pero firme; escurrir bien."", ""Freír los bastones de yuca en aceite caliente hasta dorar."", ""Licuar el ají amarillo con ajo, aceite, limón y sal para la salsa."", ""Servir la yuca frita caliente acompañada de la salsa de ají.""]",7,4,"[""Sancochar la yuca hasta que esté tierna pero firme; escurrir bien. Mantener a fuego medio, con agua apenas cubriendo el ingrediente y una pizca de sal, controlando el punto pinchando con un tenedor."", ""Freír los bastones de yuca en aceite caliente hasta dorar. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""Licuar el ají amarillo con ajo, aceite, limón y sal para la salsa. Licuar a velocidad alta durante 1-2 minutos, deteniéndose para raspar los bordes del vaso hasta obtener una textura homogénea y sin grumos."", ""Servir la yuca frita caliente acompañada de la salsa de ají. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""yuca: 500 g"", ""aceite: 3 cdas"", ""sal: al gusto"", ""ajíes amarillos: 3 unidades"", ""ajo: 2 dientes"", ""aceite: 3 cdas"", ""limón: 2 unidades""]"
Causa de Cangrejo,Entradas y Piqueos,Costa,Causa limeña rellena de carne de cangrejo sazonada con mayonesa y un toque de limón.,"[""papa amarilla"", ""ají amarillo"", ""jugo de limones"", ""aceite"", ""sal"", ""carne de cangrejo"", ""mayonesa"", ""palta""]","[""Sazonar la papa prensada con ají amarillo, limón, aceite y sal."", ""Mezclar la carne de cangrejo con mayonesa y un poco de limón."", ""Armar capas de papa y relleno de cangrejo en un molde, terminando con papa."", ""Refrigerar, desmoldar y decorar con palta antes de servir.""]",8,4,"[""Sazonar la papa prensada con ají amarillo, limón, aceite y sal. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Mezclar la carne de cangrejo con mayonesa y un poco de limón. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Armar capas de papa y relleno de cangrejo en un molde, terminando con papa. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Refrigerar, desmoldar y decorar con palta antes de servir. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""papa amarilla: 500 g"", ""ají amarillo: 3 unidades (o 3 cdas de pasta)"", ""jugo de limones: 1/2 taza (4-5 limones)"", ""aceite: 3 cdas"", ""sal: al gusto"", ""carne de cangrejo: 300 g"", ""mayonesa: 4 cdas"", ""palta: 1 unidad""]"
Chupe de Camarones,Sopas y Cremas,Costa,"Sopa cremosa arequipeña con camarones, leche, papas, choclo y huevo, de sabor intenso y reconfortante.","[""camarones"", ""cebolla"", ""ajo"", ""ají panca"", ""arvejas"", ""papas"", ""choclo"", ""leche evaporada"", ""huevos"", ""queso fresco"", ""arroz"", ""orégano"", ""sal""]","[""Saltear la cebolla y el ajo con ají panca hasta formar un aderezo."", ""Agregar caldo de camarones (hecho con las cáscaras), las papas y el choclo; cocinar hasta que las papas ablanden."", ""Incorporar los camarones, las arvejas, la leche y el arroz cocido."", ""Añadir los huevos y dejar cuajar suavemente, incorporar el queso al final y sazonar con orégano y sal.""]",13,4,"[""Saltear la cebolla y el ajo con ají panca hasta formar un aderezo. Saltear a fuego alto y en tandas pequeñas para evitar que suelte agua y se cocine al vapor en lugar de dorarse."", ""Agregar caldo de camarones (hecho con las cáscaras), las papas y el choclo; cocinar hasta que las papas ablanden. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar los camarones, las arvejas, la leche y el arroz cocido. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Añadir los huevos y dejar cuajar suavemente, incorporar el queso al final y sazonar con orégano y sal. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación.""]","[""camarones: 400 g"", ""cebolla: 1 unidad mediana (150 g)"", ""ajo: 2 dientes"", ""ají panca: 2 cdas (pasta)"", ""arvejas: 1/2 taza (80 g)"", ""papas: 500 g"", ""choclo: 1 unidad (mazorca)"", ""leche evaporada: 1 lata (410 ml)"", ""huevos: 2 unidades"", ""queso fresco: 200 g"", ""arroz: 2 tazas (400 g)"", ""orégano: 1 cdta"", ""sal: al gusto""]"
Aguadito de Pollo,Sopas y Cremas,Costa,"Sopa espesa de arroz y pollo con un intenso sabor a culantro, reconfortante y nutritiva.","[""presas de pollo"", ""arroz"", ""culantro"", ""cebolla"", ""ajo"", ""zanahoria"", ""arvejas"", ""ají amarillo"", ""comino"", ""sal"", ""pimienta""]","[""Sellar las presas de pollo y reservar."", ""Preparar un aderezo con cebolla, ajo, ají amarillo y comino."", ""Agregar el pollo, caldo, zanahoria y arvejas; cocinar hasta que el pollo esté tierno."", ""Incorporar el arroz y el culantro licuado, cocinar hasta que el arroz esté en su punto y ajustar la sazón.""]",11,4,"[""Sellar las presas de pollo y reservar. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Preparar un aderezo con cebolla, ajo, ají amarillo y comino. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar el pollo, caldo, zanahoria y arvejas; cocinar hasta que el pollo esté tierno. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar el arroz y el culantro licuado, cocinar hasta que el arroz esté en su punto y ajustar la sazón. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación.""]","[""presas de pollo: 1 kg"", ""arroz: 2 tazas (400 g)"", ""culantro: 1/4 taza picado"", ""cebolla: 1 unidad mediana (150 g)"", ""ajo: 2 dientes"", ""zanahoria: 1 unidad mediana (100 g)"", ""arvejas: 1/2 taza (80 g)"", ""ají amarillo: 3 unidades (o 3 cdas de pasta)"", ""comino: 1/2 cdta"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Parihuela,Sopas y Cremas,Costa,Sopa marinera contundente con variedad de mariscos y pescado en un caldo rojo de ají panca.,"[""pescado"", ""mariscos mixtos"", ""cebolla"", ""tomates"", ""ají panca"", ""ajo"", ""yuyo o algas"", ""culantro"", ""sal"", ""pimienta""]","[""Preparar un aderezo con cebolla, tomate, ajo y ají panca."", ""Agregar caldo de pescado y dejar hervir para concentrar el sabor."", ""Incorporar el pescado y los mariscos, cocinar hasta que estén en su punto."", ""Sazonar con sal, pimienta y culantro picado antes de servir bien caliente.""]",10,4,"[""Preparar un aderezo con cebolla, tomate, ajo y ají panca. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar caldo de pescado y dejar hervir para concentrar el sabor. Mantener a fuego medio, con agua apenas cubriendo el ingrediente y una pizca de sal, controlando el punto pinchando con un tenedor."", ""Incorporar el pescado y los mariscos, cocinar hasta que estén en su punto. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Sazonar con sal, pimienta y culantro picado antes de servir bien caliente. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""pescado: 500 g (en trozos)"", ""mariscos mixtos: 600 g"", ""cebolla: 1 unidad mediana (150 g)"", ""tomates: 2 unidades medianas"", ""ají panca: 2 cdas (pasta)"", ""ajo: 2 dientes"", ""yuyo o algas: 100 g"", ""culantro: 1/4 taza picado"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Sopa a la Criolla,Sopas y Cremas,Costa,"Sopa de fideos con carne, leche y un toque de ají amarillo, típica de la cocina casera limeña.","[""carne de res"", ""fideos cabello de ángel"", ""cebolla"", ""ají amarillo"", ""tomate"", ""leche evaporada"", ""huevo"", ""orégano"", ""sal"", ""pimienta""]","[""Saltear la cebolla y el tomate con ají amarillo hasta formar un aderezo."", ""Agregar la carne en tiras y sellar bien."", ""Añadir caldo, dejar hervir e incorporar los fideos."", ""Agregar la leche y el huevo batido al final, mezclando suavemente antes de servir.""]",10,4,"[""Saltear la cebolla y el tomate con ají amarillo hasta formar un aderezo. Saltear a fuego alto y en tandas pequeñas para evitar que suelte agua y se cocine al vapor en lugar de dorarse."", ""Agregar la carne en tiras y sellar bien. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Añadir caldo, dejar hervir e incorporar los fideos. Mantener a fuego medio, con agua apenas cubriendo el ingrediente y una pizca de sal, controlando el punto pinchando con un tenedor."", ""Agregar la leche y el huevo batido al final, mezclando suavemente antes de servir. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""carne de res: 500 g"", ""fideos cabello de ángel: 250 g"", ""cebolla: 1 unidad mediana (150 g)"", ""ají amarillo: 3 unidades (o 3 cdas de pasta)"", ""tomate: 1 unidad mediana"", ""leche evaporada: 1 lata (410 ml)"", ""huevo: 1 unidad"", ""orégano: 1 cdta"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Caldo de Gallina,Sopas y Cremas,Costa,"Caldo reconfortante de gallina con fideos, papa y huevo, considerado un remedio casero tradicional.","[""gallina"", ""fideos"", ""papas amarillas"", ""cebolla"", ""ajo"", ""huevos duros"", ""culantro"", ""sal""]","[""Cocinar la gallina en agua con cebolla y ajo hasta que esté tierna, obteniendo un caldo sabroso."", ""Retirar la gallina, colar el caldo y volver a hervir."", ""Agregar las papas y los fideos, cocinar hasta que estén tiernos."", ""Servir con presas de gallina, huevo duro y culantro picado.""]",8,4,"[""Cocinar la gallina en agua con cebolla y ajo hasta que esté tierna, obteniendo un caldo sabroso. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Retirar la gallina, colar el caldo y volver a hervir. Mantener a fuego medio, con agua apenas cubriendo el ingrediente y una pizca de sal, controlando el punto pinchando con un tenedor."", ""Agregar las papas y los fideos, cocinar hasta que estén tiernos. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Servir con presas de gallina, huevo duro y culantro picado. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""gallina: 1 unidad (1.5 kg) en presas"", ""fideos: 250 g"", ""papas amarillas: 500 g"", ""cebolla: 1 unidad mediana (150 g)"", ""ajo: 2 dientes"", ""huevos duros: 2 unidades"", ""culantro: 1/4 taza picado"", ""sal: al gusto""]"
Chairo,Sopas y Cremas,Sierra,"Sopa altiplánica a base de chuño, carne y verduras, típica de Puno y la región andina.","[""charqui o carne seca"", ""chuño"", ""chuño"", ""cebolla"", ""zanahoria"", ""habas"", ""hierbabuena"", ""sal""]","[""Cocinar el charqui con cebolla hasta que esté tierno, formando un caldo base."", ""Agregar el chuño remojado y la zanahoria; cocinar por un buen tiempo."", ""Incorporar las habas y cocinar hasta que todos los ingredientes estén suaves."", ""Finalizar con hierbabuena picada y sal al gusto.""]",8,4,"[""Cocinar el charqui con cebolla hasta que esté tierno, formando un caldo base. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar el chuño remojado y la zanahoria; cocinar por un buen tiempo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar las habas y cocinar hasta que todos los ingredientes estén suaves. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Finalizar con hierbabuena picada y sal al gusto. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa.""]","[""charqui o carne seca: 300 g"", ""chuño: cantidad al gusto, segun preferencia"", ""chuño: cantidad al gusto, segun preferencia"", ""cebolla: 1 unidad mediana (150 g)"", ""zanahoria: 1 unidad mediana (100 g)"", ""habas: 1 taza (150 g)"", ""hierbabuena: 10 hojas"", ""sal: al gusto""]"
Sopa Seca Chinchana,Sopas y Cremas,Costa,"Fideos guisados en un aderezo criollo de tomate y albahaca, plato típico de Chincha que se sirve junto a un carapulcra.","[""fideos"", ""tomates"", ""cebolla"", ""hojas de albahaca"", ""ají panca"", ""aceite"", ""sal"", ""pimienta""]","[""Cocinar los fideos en agua con sal hasta que estén al dente; escurrir."", ""Preparar un aderezo con cebolla, tomate y ají panca."", ""Licuar parte del aderezo con hojas de albahaca y mezclar con los fideos."", ""Saltear todo junto brevemente y servir caliente, tradicionalmente junto a un carapulcra.""]",8,4,"[""Cocinar los fideos en agua con sal hasta que estén al dente; escurrir. Escurrir bien para eliminar el exceso de líquido y evitar que la preparación quede aguada."", ""Preparar un aderezo con cebolla, tomate y ají panca. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Licuar parte del aderezo con hojas de albahaca y mezclar con los fideos. Licuar a velocidad alta durante 1-2 minutos, deteniéndose para raspar los bordes del vaso hasta obtener una textura homogénea y sin grumos."", ""Saltear todo junto brevemente y servir caliente, tradicionalmente junto a un carapulcra. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""fideos: 250 g"", ""tomates: 2 unidades medianas"", ""cebolla: 1 unidad mediana (150 g)"", ""hojas de albahaca: 10 hojas"", ""ají panca: 2 cdas (pasta)"", ""aceite: 3 cdas"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Crema de Zapallo Loche,Sopas y Cremas,Costa,"Crema suave y aromática elaborada con zapallo loche, típica del norte peruano.","[""zapallo loche"", ""cebolla"", ""ajo"", ""leche evaporada"", ""caldo de pollo"", ""sal"", ""pimienta"", ""crotones""]","[""Saltear la cebolla y el ajo, agregar el zapallo en trozos."", ""Cubrir con caldo de pollo y cocinar hasta que el zapallo esté muy suave."", ""Licuar todo hasta obtener una crema homogénea."", ""Volver a la olla, agregar la leche, ajustar sazón y servir con crotones.""]",8,4,"[""Saltear la cebolla y el ajo, agregar el zapallo en trozos. Saltear a fuego alto y en tandas pequeñas para evitar que suelte agua y se cocine al vapor en lugar de dorarse."", ""Cubrir con caldo de pollo y cocinar hasta que el zapallo esté muy suave. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Licuar todo hasta obtener una crema homogénea. Licuar a velocidad alta durante 1-2 minutos, deteniéndose para raspar los bordes del vaso hasta obtener una textura homogénea y sin grumos."", ""Volver a la olla, agregar la leche, ajustar sazón y servir con crotones. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""zapallo loche: 300 g"", ""cebolla: 1 unidad mediana (150 g)"", ""ajo: 2 dientes"", ""leche evaporada: 1 lata (410 ml)"", ""caldo de pollo: 2 tazas (500 ml)"", ""sal: al gusto"", ""pimienta: 1/4 cdta"", ""crotones: 1/2 taza""]"
